speaker,words,timestamp
Leonard Feather,"Yeah, well he's making a lot of records like that now, kind of completely popped back which I think is kind of a pity cause he-",00:04:02
Oscar Brown,"Well it's rough, I tell you, it's rough to find material.",00:04:11
Leonard Feather,"Yeah, but Joe's...",00:04:14
"[Plays ""Anacruses"" by Oliver Nelson, King Curtis and Jimmy Forrest, from Soul Battle, Prestige Records (1962). Personnel: Oliver Nelson: tenor saxophone; King Curtis: tenor saxophone; Jimmy Forrest: tenor saxophone.]",https://www.youtube.com/watch?v=LL-MaCQfpV4,
Oscar Brown,"It sounded like about three tenors and you know some very nice you know, swinging solos, the ensemble you know wasn't... the ensemble wasn't much more than an excuse to get in to the tempo work. Into the solo work but as far as it went, it was groovy. I'd say as far as it went cause I'd like to see the end... and here I'm... it's not perhaps far- fair to judge these guys for what they were doing cause what I would like to see done...",00:04:15
Leonard Feather,Well that's all right.,00:05:06
Oscar Brown,But I would like to see again more thinking out of... of jazz ideas of more effort to make an emotional point.,00:05:07
Leonard Feather,Yeah.,00:05:25
Oscar Brown,"You know, it's coherent and decisive in its way. This is very good as an illustration of the possibilities of the instrument and of each man's versatility with his horn but I would like to see him you know, do some- a little more social, useful work.",00:05:27
Leonard Feather,"Yeah, I might see a point. So what do you say?",00:05:51
Oscar Brown,"Oh, I say three is cool, yeah.",00:05:55
"[Plays ""Just Let Me Be"" by Memphis Slim, from Memphis Slim USA, Candid Records (1961). Personnel: Arbee Stidham: voice; Memphis Slim: piano.]",https://www.youtube.com/watch?v=tHoRj1gd_kY,
Oscar Brown,"I feel drunk cause I never- I you know, I'm not able to come up with the names of who is it.",00:05:57
Leonard Feather,"Well, that doesn't matter.",00:06:03
Oscar Brown,But uh-,00:06:04
Leonard Feather,I know of somebody that probably is-,00:06:08
Oscar Brown,"But it's like bedrock you know that's really... You know it was so beautiful there when he's talking and he's setting it up and he's talking about the- he says the great...and then...behind the piano he's yeah, you know I'm great...he acts so beautiful. That's like... I know, as I say I don't know who it is but he's one of my teachers. He's one of the guys who really laid it down and showed the possibilities of it.",00:06:10
Leonard Feather,That's right.,00:06:45
Oscar Brown,"And its got that beautiful kind of poetry that's you know... this focused kind of poetry where he says ""I'm not a fool, you can't put me in a harness like a mule"" you know, that kind of thing which is really a vital kind of image you know, poetic image.",00:06:51
Leonard Feather,"Yeah, that's right.",00:07:08
Oscar Brown,"So, whoever it is, is not just... he's a street story-teller, he is in the sense of minstrel you know, not... he's in the spirit of minstrel not like the Southern minstrels this time but the early minstrel, the guy who had the story to tell and he said it through music.",00:07:09
Leonard Feather,"As you said Bedrock, yeah.",00:07:29
Oscar Brown,"Yeah, it's really basic, its beautiful kind of... I'd give that you know, weighting things for what they are, I would put that in four. Who is that?",00:07:30
Leonard Feather,His name is Arbee Stidham.,00:07:44
Oscar Brown,"No, never heard of him.",00:07:46
Leonard Feather,"Oh, he...",00:07:48
"[Plays ""Wee Baby Blues"" by Jimmy Witherspoon, from Hey, Mrs. Jones, Reprise Records (1961). Personnel: Ben Webster: tenor saxophone; H.B. Barnum: arranger.]",,
Oscar Brown,"Boy. Whoever he is... That's a whole man. That cat stands up to a big man and just blow he's right with it, that's beautiful. It's a big Basie type band.",00:07:52
Leonard Feather,Yeah. It's more sophisticated brand of blues I think make it interesting.,00:08:14
Oscar Brown,"Yeah, plays all in the... that's where it goes today you know? With the band all in the cracks-",00:08:17
Leonard Feather,"Yeah, that's right.",00:08:24
Oscar Brown,"And the singers standing up to it and still shouting and still swinging and the horn or the tenor that came in there, everything was swinging and grooving...",00:08:26
Leonard Feather,"Yeah, it's good modern-",00:08:41
Oscar Brown,"I thought that, there again, that's where it's going you know? That's where it's going, dramatically, that's where it's going. I keep thinking of this not just for where it is you know, but where is it going to go?",00:08:41
Leonard Feather,"Yeah, where's it going?",00:08:52
Oscar Brown,It's got to go in that direction you know. That's going to be on Broadway.,00:08:53
Leonard Feather,"Yeah, that's right.",00:08:57
Oscar Brown,"And that's going to be some swinging musicals you know, when it happens you know? And I'd like to see this cat whoever he is, with it.",00:09:00
Leonard Feather,Me too.,00:09:07
"[Plays ""Naturally"" by Nat Adderley, from Naturally, Jazzland Records (1961). Personnel: Nat Adderley: cornet, composer; Joe Zawinul: piano.]",https://www.youtube.com/watch?v=SdiiwME8uf8,
Oscar Brown,"Yeah, now that... that's a tune that Cannon and Nat recorded, and I don't remember the name of it but as I say, I think it's a beautiful tune, it's a happy wonder you know, really happy kind of thing.",00:09:27
Leonard Feather,And they want you to write lyrics it's from but you didn't get around to it?,00:09:45
Oscar Brown,"No, they didn't ask me to, I just liked it. I heard it on this record with Nancy Wilson and Cannonball Adderley.",00:09:47
Leonard Feather,"Oh, yeah.",00:09:54
Oscar Brown,"And I dug it. But this isn't the version that I heard and I don't know who... whose that is although I dig it too you know, I like the... that horn is... is such a straightforward kind of statement you know, unabashed-",00:09:56
Leonard Feather,Yeah.,00:10:18
Oscar Brown,Kind of musical... goes on into it and says it you know? And then cuts out like the pied piper you know and I'm going with him you know?,00:10:18
Leonard Feather,"Yeah, it's a good sound.",00:10:28
Oscar Brown,"It's a very nice, strong trumpet sound... musical kind of thing. I like the piano interlude. I like that record very much, that's a four star thing for me. I like that.",00:10:30
Leonard Feather,Okay.,00:10:40
Oscar Brown,Who was that?,00:10:41
"[Plays ""Told My Captain"" by Harry Belafonte, from ""Mark Twain"" and Other Folk Favorites, RCA Victor (1954). Personnel: Harry Belafonte: voice.]",https://www.youtube.com/watch?v=yHMRm4PDV9Y,
Oscar Brown,"Well, I'm a Harry Belafonte fan and... So I like... I tend to like a good deal that Harry Belafonte does. I like this. It's not the strongest thing he ever did but it's a good, dramatic kind of reading and he knows how to give good readings. People kind of put Belafonte down, some people do because he is so popular, I think in a way and popularity carries with it a certain tendency towards institutionalization...",00:10:43
Leonard Feather,"Yeah, that is true.",00:11:38
Oscar Brown,You become institutionalized. But that's not a vice necessarily. Here's a cat who is translating something from way back that needs to be translated and bought to the attention of masses of people.,00:11:39
Leonard Feather,Yeah.,00:11:55
Oscar Brown,And he's able to successfully do that.,00:11:56
Leonard Feather,That's true.,00:11:58
Oscar Brown,And this is a contribution as far as I'm concerned.,00:11:58
Leonard Feather,Yeah.,00:12:02
Oscar Brown,So that if he can go to a place like O'Keefe Centre in Canada and sing this before three or four or five thousand people- I don't know what the exact thing- but standing remotely every night for two weeks...,00:12:02
Leonard Feather,Yeah.,00:12:16
Oscar Brown,"More power to him, you know?",00:12:16
Leonard Feather,"Yeah, that's true.",00:12:18
Oscar Brown,"And I think that... I dig what he's able to do with this stuff. I have been really inspired by the progress that he has made in the business. First of all, that he went beyond just being oppressed in the business, he went- he became a part of the business.",00:12:19
Leonard Feather,Yeah.,00:12:46
Oscar Brown,And that's a gas. That's important because that's the way its got to go. There's got to be Negros in the producing end of the thing and who are able to put together packages of things...,00:12:47
Leonard Feather,He certainly accomplished that.,00:13:00
Oscar Brown,And he's accomplished that.,00:13:04
Leonard Feather,"Yeah, that's right.",00:13:04
Oscar Brown,And he's done it and still remain an artist you know.,00:13:04
Leonard Feather,"Yeah, that's right.",00:13:07
Oscar Brown,"And whatever dues he has had to pay for... toward the institution, the establishment in becoming this mass popular figure, I don't fault him for.",00:13:08
Leonard Feather,Yeah.,00:13:20
Oscar Brown,I think that he is one of the important artists of the time. This particular song I would rate perhaps only about three and a half stars only because I've heard him do things that excited me much more but perhaps I should hear that some more. That's often the case.,00:13:22
Leonard Feather,"Well, that's an album with mostly folk things.",00:13:43
"[Plays ""Blue Monk"" by Jeanna Lee and Ran Blake, from The Newest Sound Around, RCA Victor (1962). Personnel: Jeanna Lee: voice and Ran Blake: piano.",https://www.youtube.com/watch?v=NYDMx-a_W5Q,
Oscar Brown,And that's a singer with enough musicianship to be Betty Carter. And of course the song is Abbey's lyric to Monk.,00:13:49
Leonard Feather,"Oh, I didn't know Abbey did those lyrics.",00:14:00
Oscar Brown,"Yeah, that's Abbey Lincoln's words.",00:14:06
Leonard Feather,Oh.,00:14:07
Oscar Brown,And I welcome that because I think Abbey's a fine lyricist. Tried... Always in my conversations with her about writing to encourage her to do more and more because she has serious statements to make whether I agree with them all or not.,00:14:07
Leonard Feather,Yeah.,00:14:29
Oscar Brown,She doesn't approach the thing lightly at all.,00:14:30
Leonard Feather,"Yeah, that's right.",00:14:34
Oscar Brown,"Which is interesting when you consider the Blues lyric- I mean the Jazz lyric writers... The lyricists who approach jazz now and I think more and more in the future, will tend to deal with much broader kinds of themes...",00:14:35
Leonard Feather,"Oh, sure.",00:14:54
Oscar Brown,"Than Tin Pan Alley has done, John Hendrix when you listen to what Jon Hendricks is saying.",00:14:56
Leonard Feather,That's right.,00:15:00
Oscar Brown,"It's always talking to some life point. And Abbey does this, Abbey doesn't just sit down to say ""moon in June""...",00:15:00
Leonard Feather,Yeah.,00:15:13
Oscar Brown,"She sits down to say something about life that is more reflective than you'd find in Pop music generally. So, I'm really glad that singer, who was excellent, chose that material and Abbey has recorded the same thing much up...",00:15:13
Leonard Feather,Yeah.,00:15:36
Oscar Brown,Tempo from that.,00:15:37
Leonard Feather,Yeah.,00:15:38
Oscar Brown,But this one is a very valid kind of statement of a serious...,00:15:38
Leonard Feather,Yeah.,00:15:45
Oscar Brown,And good thing. Who's the singer?,00:15:47
Leonard Feather,"First of all, you didn't say anything about the fact that it's just voice and piano.",00:15:52
Oscar Brown,"Oh, yeah well you know, I got kind of lost I guess.",00:15:56
Leonard Feather,"Yeah, that's all it is.",00:16:01
Oscar Brown,"Yeah, well it's a piece of poetry.",00:16:06
Leonard Feather,Yeah.,00:16:10
Oscar Brown,And a poetic reading.,00:16:11
Leonard Feather,How would you rate it?,00:16:15
Oscar Brown,"I'd like to do something like that. Well, you didn't get too involved in where you have something to say to just focus on what it is that's being said.",00:16:15
Leonard Feather,"Yeah, that's right.",00:16:29
Oscar Brown,"Oh, I'd give that four.",00:16:32
Leonard Feather,"Yeah, it's an album, let's see...",00:16:34
