speaker,words,timestamp
Leonard Feather,Yeah.,00:12:07
Wayne Shorter,"But everybody in that group, they were all playing on the beat, more or less. And as Miles would say, it's nice when you can play across the beat and across the bar lines. It sounds, to me, as if they were exploring, trying to explore something that has been explored already, and going outside, so to speak. They used the word in the '60s about going outside. I don't think it was a good job. I mean, I have to be candid, I think that'll help, but I think that it wasn't a good job. If they're trying to go outside, it wasn't on target.",00:12:09
Leonard Feather,"Let's add for the record that during the drum solo you asked me to skip forward, right?",00:13:04
Wayne Shorter,Yeah.,00:13:09
Leonard Feather,You were getting bored.,00:13:10
Wayne Shorter,"Yeah. I mean I heard some rudiments. It was like in the beginning of taking drum lessons. I know some people, musicians who play well, try to do a piece of music as if they don't know how to play their instrument. If they make believe you don't know how to play the instrument, maybe we'll get to something, get the essence of something. Miles used to say that sometimes, ""You make believe you can't play.""",00:13:11
Leonard Feather,Really?,00:13:44
Wayne Shorter,"Yeah. He said he was doing that sometimes, make believe he couldn't play the trumpet. Because it was hard to do, but I heard him do some things and it sounded like a lot of real love was going through it, not professionalism, but the amateur thing, the first time I discovered that amateur means someone who loves something.",00:13:45
Leonard Feather,That's right.,00:14:08
Wayne Shorter,"For the love of it, not for the money. And I heard that happen with that Miles Davis group a lot, a lot of the guys. Herbie Hancock would put his hands down and not play for a while. You remember that time when he didn't know what to play, but then when he did play something, he was like a little kid, and the audience, they really communicated. So all of his classical training went out the window and something else, the real thing...If they were trying to do that, still it didn't happen.",00:14:09
Leonard Feather,"Yeah, it sounds like there's no stars.",00:14:44
Wayne Shorter,"Yeah, this one no stars, because it sounds like it's for you too.",00:14:48
Leonard Feather,"I'll tell you later who it was. Now, let's see, I lost my place. Oh, here it is.",00:14:48
"[Plays ""Riverbed"" by Joe Zawinul, from Money In The Pocket, Atlantic Records (1966). Personnel: Joe Zawinul, piano, composer; Pepper Adams, baritone saxophone; Joe Henderson, tenor saxophone; Louis Hayes, drums.]",https://www.youtube.com/watch?v=p_mLNm8voYw,
Wayne Shorter,"[During the song] Yeah, they're going to go out now.",00:19:33
[Song ends],,
Wayne Shorter,That sounded... That's a baritone player from New York. He used to play with the Thad Jones/Mel Lewis band. I can't think of his name. Jay Cameron? What's his name?,00:20:42
Leonard Feather,I don't know. You're probably thinking of Pepper Adams?,00:21:00
Wayne Shorter,"Pepper Adams, yeah. Who is Jay Cameron? His name came to my head. Did he play baritone?",00:21:02
Leonard Feather,"He might have played with them too, I don't know.",00:21:07
Wayne Shorter,"Yeah, Pepper Adams, that reminds me of Pepper Adams, whoever was playing that baritone sax.",00:21:10
Wayne Shorter,"And the pianist reminds me of Horace Silver. The right hand has that... And the left hand has a Monk influence in the chords, in the weight of the chords and the choice of notes. And it sounds like the way Horace used to write. At a certain time, he used to write something like that. It sounds like it's heavily Horace Silver influenced. The alto sax, whoever was playing the alto sax reminded me of Jerry Dodgion. Remember Jerry Dodgion? So I might be off, but those are the immediate things that I got. Because Horace liked the steadiness. The drummer had that kind of steady. And I think the steadiness kind of thing that Horace had at one time was when he had Louis Hayes playing the drums. And then after that, all the other drummers who followed, he insisted that they keep some of that, whatever that Louis Hayes had in there. I felt some of that steady thing from the drummer in there. I think I give it two stars.",00:21:15
Leonard Feather,Sounds fair.,00:22:51
Wayne Shorter,"Yeah, two stars. The baritone player was really connecting up with the changes nice.",00:22:55
[Plays unknown song.],,
Wayne Shorter,"Especially that tenor sound was like some of the other guys, coming along doing the same kind of sound. To me, it sounded like Gato, even though when I heard them on sound tracks, the last time in Paris, they had everything kind of souped up with echo and reverb and all that, and it sounded like he was all over the screen. But for recording, if that's him, probably gave it a little more microcosmic of what he does on the screen. To me, this is like the same kind of mini build-up of Ravel's Boléro, any kind of build-up, because with Latin, Boléro, not Boléro but that kind of thing. And it sounds like Gato Barbieri, and like repetition going on, a repetitious something that keeps building and building. For that effect, which is many more different ways to do that now and try and be a bit more interesting, for achieving what they achieved that way, which is very kind of mundane New Yorker way of doing it, I think one and a half stars. And if they were trying to conjure up some excitement with the embellishments that were going around it sax-wise, the use of the saxophone, I think it would have been another choice of instrument to use, another attitude or something like that.",00:23:10
Leonard Feather,Yeah. Do you think the repetition at the beginning was too repetitious?,00:25:08:00
Wayne Shorter,"Yeah, it was too much in the beginning, too much of the same exact repetition.",00:25:09:00
Leonard Feather,"Same fingering, yeah. I was wondering when they were going to stop.",00:25:15:00
Wayne Shorter,Yeah.,00:25:17:00
Leonard Feather,"Well, my goodness, we haven't had more than two stars. I'm sorry to disappoint you.",00:25:21:00
Wayne Shorter,"No, no, no.",00:25:27:00
Leonard Feather,"I didn't do it deliberately. I had no idea how the ratings would come out. I thought you would like some of them more than you did. Let me ask you a question, what, if I had played it, what would you have given five stars, at any time in history?",00:25:27:00
Wayne Shorter,"Let's see, from America here...",00:25:45:00
Leonard Feather,From anywhere.,00:25:51:00
Wayne Shorter,"Oh, from anywhere. Let's see, providing that you've heard it. Let's see.",00:25:51:00
Leonard Feather,There must be some things in your collection that you...,00:26:09:00
Wayne Shorter,"Oh, I can only go back to my collection?",00:26:11:00
Leonard Feather,Any record you've ever heard in your life.,00:26:14:00
Wayne Shorter,Yeah.,00:26:16:00
Leonard Feather,That you really think is worth five stars.,00:26:17:00
Wayne Shorter,"You know what's five stars? It's a thing that they put out on Miles about the different groups that have gone through, Miles has...",00:26:20:00
Leonard Feather,The Prestige Records?,00:26:30:00
Wayne Shorter,I think that's it.,00:26:32:00
Leonard Feather,The 12 albums?,00:26:32:00
Wayne Shorter,"No, it's not 12, they only gave me one album. In Paris they gave me one. They have it on cassette too. It's with Blue Christmas on it, Devil May Care.",00:26:33:00
Leonard Feather,Oh yeah.,00:26:47:00
Wayne Shorter,"Then the other one, the song that Jackie McLean wrote. And then there's Coltrane on one thing with Miles and all that. But then, it's really a mixing. That's a nice five-star thing. I just have it at home. And I was listening to it, I didn't look at it, I turned it on and I said, ""Hey, that was Jackie McLean playing real good,"" with Miles, of course. I think Dave is on one.",00:26:47:00
Leonard Feather,"Oh, really? I'll have to check it out.",00:27:15:00
Wayne Shorter,"Not just the saxophone arena. I am not just going to saxophones, but then there were other things like piano, like Victor Feldman and then somebody else. I think it's out here, in the USA.",00:27:17:00
Leonard Feather,Where did you hear them?,00:27:33:00
Wayne Shorter,"I was at CBS in Paris, and they laid it on us and gave us the-",00:27:35:00
Leonard Feather,"I think that's a different collection, because I don't think those particular things you listed are all together on one album here. Like Blue Christmas I don't think is available at all. I know that's the one Bob Dorough sang.",00:27:39:00
Wayne Shorter,"Yeah, mm-hmm.",00:27:52:00
Leonard Feather,"It's interesting, actually. Wouldn't there be anything of Miles from the period when you were with him?",00:27:52:00
Wayne Shorter,What was that question again?,00:27:54:00
Leonard Feather,"I mean, anything from Miles of the '60s, when you were in the group, you wouldn't consider any of those five stars?",00:27:55:00
Wayne Shorter,"Oh yeah, yeah, yeah, some of those things. I was trying to stay away from that. I was thinking about things that I haven't been involved with, playing-wise, at all. Five stars, I give the Dizzy Gillespie Big Band things five stars.",00:28:10:00
Leonard Feather,The early big band-,00:28:32:00
Wayne Shorter,"Yeah, those early big band things. I think they're listening to that stuff in schools now, and in colleges and everything.",00:28:34:00
Leonard Feather,"Oh yeah, yeah.",00:28:40:00
Wayne Shorter,"They're listening to it, but what I hear coming out is… It seems like what they're doing is that they're listening to this stuff and they're applying to making what they're doing today, doing the best kind of things, whatever, new wave or whatever it is. I hear some, a smitter and a smatter of good work, and some kind of new wave stuff seems like they have studied Dizzy Gillespie's Big Band and Stan Kenton, the whole thing, the how you approach a break, how you approach a blare, a trumpet blare, those brackets and an expressive statement. And it's coming through.",00:28:41:00
Leonard Feather,"Well, let me turn this off, and I'll put on another tape for the interview. I'll take this one upstairs.",00:29:26:00
